type_designator,aircraft_group,manufacturer_model,query,source,source_page,file_title,image_url,thumb_url,license_short_name,license_url,artist,credit,width,height,mime,local_path,public_path,sha256,status,reason,identity_status,identity_notes
A320,Airbus,"Airbus, Airbus 320","""A320"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aircraft_at_Manchester_Airport_32.jpg,File:Aircraft at Manchester Airport 32.jpg,https://upload.wikimedia.org/wikipedia/commons/4/43/Aircraft_at_Manchester_Airport_32.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Aircraft_at_Manchester_Airport_32.jpg/960px-Aircraft_at_Manchester_Airport_32.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Riik@mctr,Flickr,1962,1189,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Aircraft_at_Manchester_Airport_32.jpg/960px-Aircraft_at_Manchester_Airport_32.jpg,7d22094d32bda5e942d9aa973952b0d3525a05d497b559f1b832a0a64b7f3e90,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
A320,Airbus,"Airbus, Airbus 320","""A320"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bmi_aircraft_at_Heathrow_-_geograph.org.uk_-_453144.jpg,File:Bmi aircraft at Heathrow - geograph.org.uk - 453144.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Bmi_aircraft_at_Heathrow_-_geograph.org.uk_-_453144.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Bmi_aircraft_at_Heathrow_-_geograph.org.uk_-_453144.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Stanley Howe,From geograph.org.uk ; transferred by User:oxyman using geograph_org2commons .,640,480,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Bmi_aircraft_at_Heathrow_-_geograph.org.uk_-_453144.jpg,05928befc4c5f3ef5881222a14ffd3eaa606f4ca68f590eb0df47a085f543653,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B738,Boeing,"Boeing, Boeing 737","""B738"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:9AABC.jpg,File:9AABC.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2d/9AABC.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/9AABC.jpg/960px-9AABC.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,AirEdit2021,Own work,1280,713,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/9AABC.jpg/960px-9AABC.jpg,b3af61786ee6b79756ae4f596f9c2d7c64e314c15f58b5238f95017d67d3720c,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B738,Boeing,"Boeing, Boeing 737","""B738"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Boeing_737-800_BCF%2C_Paris_Air_Show_2019%2C_Le_Bourget_%28SIAE1220-HDR%29.jpg,"File:Boeing 737-800 BCF, Paris Air Show 2019, Le Bourget (SIAE1220-HDR).jpg",https://upload.wikimedia.org/wikipedia/commons/f/f2/Boeing_737-800_BCF%2C_Paris_Air_Show_2019%2C_Le_Bourget_%28SIAE1220-HDR%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Boeing_737-800_BCF%2C_Paris_Air_Show_2019%2C_Le_Bourget_%28SIAE1220-HDR%29.jpg/960px-Boeing_737-800_BCF%2C_Paris_Air_Show_2019%2C_Le_Bourget_%28SIAE1220-HDR%29.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Matti Blume,Own work,6681,4454,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Boeing_737-800_BCF%2C_Paris_Air_Show_2019%2C_Le_Bourget_%28SIAE1220-HDR%29.jpg/960px-Boeing_737-800_BCF%2C_Paris_Air_Show_2019%2C_Le_Bourget_%28SIAE1220-HDR%29.jpg,1ce56ac26d159b9c2ed35acb365b3a27d2ce85270e13a58db9716c5e5c64efe4,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B738,Boeing,"Boeing, Boeing 737","""B738"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:DAV_2805-Boeing_737_aircraft.jpg,File:DAV 2805-Boeing 737 aircraft.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0c/DAV_2805-Boeing_737_aircraft.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/DAV_2805-Boeing_737_aircraft.jpg/960px-DAV_2805-Boeing_737_aircraft.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,DavidivardiIL,Own work,5296,3531,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/DAV_2805-Boeing_737_aircraft.jpg/960px-DAV_2805-Boeing_737_aircraft.jpg,27555eb12b123540455ba468573230680ad51a32b5034bc73a10f362c956b42d,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
CRJ9,Canadair,"Canadair, Regional Jet","""CRJ9"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:D-ACNT_AIRCRAFT_Mitsubishi_CRJ-900LR_%281%29.jpg,File:D-ACNT AIRCRAFT Mitsubishi CRJ-900LR (1).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f8/D-ACNT_AIRCRAFT_Mitsubishi_CRJ-900LR_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/D-ACNT_AIRCRAFT_Mitsubishi_CRJ-900LR_%281%29.jpg/960px-D-ACNT_AIRCRAFT_Mitsubishi_CRJ-900LR_%281%29.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Sg1959,Own work,4539,2553,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/D-ACNT_AIRCRAFT_Mitsubishi_CRJ-900LR_%281%29.jpg/960px-D-ACNT_AIRCRAFT_Mitsubishi_CRJ-900LR_%281%29.jpg,f67797692366e0f181d643a3bf97ae3a62b0b0b28c69faf3942c0b6dd68ef683,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B752,Boeing,"Boeing, Boeing 757","""B752"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7330.jpg,File:16-11-16-Glasgow International Airport-Flugzeugaufnahme-RR2 7330.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7330.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7330.jpg/960px-16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7330.jpg,GFDL 1.2,http://www.gnu.org/licenses/old-licenses/fdl-1.2.html,Ralf Roletschek,Own work,4288,2848,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7330.jpg/960px-16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7330.jpg,0cc396bc46807effb64190f9e5ce141e5ecd72de5fa415a2edd97e67bd46aa97,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B752,Boeing,"Boeing, Boeing 757","""B752"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7343.jpg,File:16-11-16-Glasgow International Airport-Flugzeugaufnahme-RR2 7343.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5f/16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7343.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7343.jpg/960px-16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7343.jpg,GFDL 1.2,http://www.gnu.org/licenses/old-licenses/fdl-1.2.html,Ralf Roletschek,Own work,4288,2848,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7343.jpg/960px-16-11-16-Glasgow_International_Airport-Flugzeugaufnahme-RR2_7343.jpg,03363e872965d6dd6f9657c22c763d85a488261aac88b99083f281c71e64618e,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B752,Boeing,"Boeing, Boeing 757","""B752"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Boeing_B-29A_Fifi_and_Boeing_757-200_DHL_HGR_MD1.jpg,File:Boeing B-29A Fifi and Boeing 757-200 DHL HGR MD1.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1d/Boeing_B-29A_Fifi_and_Boeing_757-200_DHL_HGR_MD1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Boeing_B-29A_Fifi_and_Boeing_757-200_DHL_HGR_MD1.jpg/960px-Boeing_B-29A_Fifi_and_Boeing_757-200_DHL_HGR_MD1.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Acroterion,Own work,5396,3536,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Boeing_B-29A_Fifi_and_Boeing_757-200_DHL_HGR_MD1.jpg/960px-Boeing_B-29A_Fifi_and_Boeing_757-200_DHL_HGR_MD1.jpg,2b671db16dc9280d6edbe67e583a17ae424c6932405e156da6ecb338e057eb1c,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
C172,Cessna,"Cessna, Cessna","""C172"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:JA3701_aircraft_1998.png,File:JA3701 aircraft 1998.png,https://upload.wikimedia.org/wikipedia/commons/e/e1/JA3701_aircraft_1998.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/JA3701_aircraft_1998.png/960px-JA3701_aircraft_1998.png,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Project Kei,Own work,1600,900,image/png,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/JA3701_aircraft_1998.png/960px-JA3701_aircraft_1998.png,2fda3744e0d1c5786bcd3f8c40d9acebf6bb65e3107b6d437527c1227a3d5b8d,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
C172,Cessna,"Cessna, Cessna","""C172"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:N5401H_Cessna_172M.jpg,File:N5401H Cessna 172M.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8f/N5401H_Cessna_172M.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/N5401H_Cessna_172M.jpg/960px-N5401H_Cessna_172M.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Noah Wulf,Own work,4272,2848,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/N5401H_Cessna_172M.jpg/960px-N5401H_Cessna_172M.jpg,6c95b3a5cf5fd0f01500769d51ff8fae8893990170bfae26d798b81344e43c0f,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
C208,Cessna,"Cessna, Cessna","""C208"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:ATR_42-300_and_Cessna_208B_at_Ambon_Airport.jpg,File:ATR 42-300 and Cessna 208B at Ambon Airport.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/ATR_42-300_and_Cessna_208B_at_Ambon_Airport.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/ATR_42-300_and_Cessna_208B_at_Ambon_Airport.jpg/960px-ATR_42-300_and_Cessna_208B_at_Ambon_Airport.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,SunDawn,Own work,4032,3024,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/ATR_42-300_and_Cessna_208B_at_Ambon_Airport.jpg/960px-ATR_42-300_and_Cessna_208B_at_Ambon_Airport.jpg,298c1dc4a1e49ea50c99bc053db18f937fcbbd70b7c1742c15450e34f36d67ac,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
C208,Cessna,"Cessna, Cessna","""C208"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%281%29.jpg,File:Fallschirmsportzentrum Saar Cessna 208 Caravan D-FNDA at Portimão Airport 12-06-2023 (1).jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%281%29.jpg/960px-Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%281%29.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Robbie Klinkenberg,Own work,2652,1546,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%281%29.jpg/960px-Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%281%29.jpg,f953fb62acd0f3ce188b5d7d9a0e3d52d06883992e9353a2b05186b353eed081,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
C208,Cessna,"Cessna, Cessna","""C208"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%282%29.jpg,File:Fallschirmsportzentrum Saar Cessna 208 Caravan D-FNDA at Portimão Airport 12-06-2023 (2).jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%282%29.jpg/960px-Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%282%29.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Robbie Klinkenberg,Own work,2428,1560,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%282%29.jpg/960px-Fallschirmsportzentrum_Saar_Cessna_208_Caravan_D-FNDA_at_Portim%C3%A3o_Airport_12-06-2023_%282%29.jpg,e3f71b61adf1fdf5499acdbeeb92ea849e2c0bdb205b10a3b94487c67a3e1e44,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
C208,Cessna,"Cessna, Cessna","""C208"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Grand_Canyon_Airlines_N186GC_On_Approach_for_Boulder_City_Airport.jpg,File:Grand Canyon Airlines N186GC On Approach for Boulder City Airport.jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/Grand_Canyon_Airlines_N186GC_On_Approach_for_Boulder_City_Airport.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Grand_Canyon_Airlines_N186GC_On_Approach_for_Boulder_City_Airport.jpg/960px-Grand_Canyon_Airlines_N186GC_On_Approach_for_Boulder_City_Airport.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Noah Wulf,Own work,4272,2848,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Grand_Canyon_Airlines_N186GC_On_Approach_for_Boulder_City_Airport.jpg/960px-Grand_Canyon_Airlines_N186GC_On_Approach_for_Boulder_City_Airport.jpg,477cdcbc593fc2fb292dc9dc26f2abbf63d3d2365ea2ce36c85de966541f2b9a,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
